desired_id,client_id,skill,title
631,955,"['Automation Testing', 'Azure DevOps', 'Elastic BeanStalk', 'Selenium', 'Unit Testing']",Project955
632,884,"['Ansible', 'DevOps', 'Gitflow', 'Gitflow']",Project884
633,462,"['AWS', 'E2E Testing', 'Integration Testing']",Project462
634,601,"['Azure', 'Kubernetes', 'SaltStack', 'Software Testing']",Project601
635,535,"['Puppet', 'SaltStack']",Project535
636,593,"['Ansible', 'Git']",Project593
637,345,"['E2E Testing', 'Gitflow', 'Salesforce', 'Selenium']",Project345
638,74,['Kubernetes'],Project74
639,701,"['Puppet', 'Unit Testing']",Project701
640,144,"['AWS', 'AWS DevOps', 'DevOps', 'GitLab', 'System Integration Testing']",Project144
641,546,"['Automation Testing', 'AWS', 'Functional Testing', 'Maven', 'Selenium', 'Software Testing', 'Test Driven Design']",Project546
642,170,"['Automation Testing', 'Cloud', 'Maven', 'Salesforce', 'Software Testing']",Project170
643,294,"['Atlassian', 'Automation Testing', 'AWS', 'Elastic BeanStalk', 'Maven', 'Salesforce', 'Test Planning']",Project294
644,404,"['Ansible', 'Automation Testing', 'Azure', 'Test Planning']",Project404
645,104,"['Azure', 'E2E Testing']",Project104
646,487,"['AWS DevOps', 'DevOps', 'Terraform']",Project487
647,305,"['Atlassian', 'Software Testing', 'Test Driven Design', 'Unit Testing']",Project305
648,136,"['Azure DevOps', 'CircleCI', 'Git', 'Gitflow', 'Integration Testing', 'Puppet', 'Software Testing']",Project136
649,432,"['Elastic BeanStalk', 'Jira']",Project432
650,784,"['Gitflow', 'Jira', 'Software Testing']",Project784
651,39,['Integration Testing'],Project39
652,405,"['AWS', 'Test Planning']",Project405
653,18,"['Automation Testing', 'Azure', 'CircleCI', 'Gitflow', 'Test Planning']",Project18
654,124,"['Cloud', 'Jira']",Project124
656,703,"['Azure', 'GitLab', 'Salesforce']",Project703
657,817,"['Atlassian', 'Puppet', 'Software Testing', 'Software Testing']",Project817
658,296,"['Azure DevOps', 'System Integration Testing']",Project296
659,955,"['Ansible', 'AWS', 'GitHub']",Project955
660,193,"['Atlassian', 'Functional Testing', 'Selenium', 'Test Planning']",Project193
661,462,"['Automation Testing', 'DevOps', 'GitLab', 'Kubernetes']",Project462
662,906,"['Automation Testing', 'E2E Testing', 'Integration Testing', 'Maven', 'Puppet', 'Test Planning']",Project906
663,49,['CircleCI'],Project49
664,932,"['Software Testing', 'Terraform']",Project932
665,507,['E2E Testing'],Project507
667,942,"['Automation Testing', 'CircleCI', 'Docker', 'Puppet', 'SaltStack']",Project942
668,357,"['Functional Testing', 'Puppet', 'Software Testing', 'System Integration Testing']",Project357
669,588,"['Ansible', 'Salesforce', 'SaltStack']",Project588
670,20,"['CI/CD', 'Hybrid Cloud Management', 'System Integration Testing', 'Unit Testing']",Project20
671,645,['Puppet'],Project645
672,476,"['Elastic BeanStalk', 'Hybrid Cloud Management']",Project476
673,577,"['AWS DevOps', 'DevOps', 'Terraform']",Project577
674,294,"['Cloud', 'E2E Testing', 'GitLab', 'Puppet']",Project294
675,362,"['Docker', 'TDD/Test-Driven Development', 'Test Driven Design']",Project362
676,316,"['Kubernetes', 'Software Testing']",Project316
677,136,"['CircleCI', 'Gitflow', 'TDD/Test-Driven Development']",Project136
678,932,"['Git', 'Jenkins', 'SaltStack']",Project932
679,452,"['CircleCI', 'Git', 'Gitflow', 'GitLab', 'System Integration Testing', 'TDD/Test-Driven Development', 'Test Driven Design']",Project452
680,137,"['Ansible', 'AWS', 'CI/CD', 'Gitflow']",Project137
681,833,"['Kubernetes', 'Puppet', 'Salesforce']",Project833
682,891,"['DevOps', 'Salesforce', 'Terraform']",Project891
683,747,"['Ansible', 'Elastic BeanStalk', 'Selenium', 'System Integration Testing']",Project747
684,572,"['Maven', 'Test Driven Design']",Project572
685,940,"['E2E Testing', 'Jira', 'Kubernetes', 'Puppet']",Project940
686,611,"['Kubernetes', 'TDD/Test-Driven Development']",Project611
687,765,"['CircleCI', 'Salesforce']",Project765
689,99,"['AWS DevOps', 'Functional Testing']",Project99
690,217,"['E2E Testing', 'Git', 'Integration Testing', 'Maven']",Project217
691,689,"['Functional Testing', 'Jenkins']",Project689
692,955,"['E2E Testing', 'GitLab', 'Hybrid Cloud Management', 'Kubernetes']",Project955
693,906,"['Azure DevOps', 'CircleCI']",Project906
694,830,['System Integration Testing'],Project830
695,640,"['Hybrid Cloud Management', 'Unit Testing', 'Unit Testing']",Project640
696,12,"['Azure DevOps', 'CI/CD', 'Jira', 'Software Testing', 'Test Driven Design', 'Unit Testing']",Project12
697,868,"['Integration Testing', 'Kubernetes', 'Software Testing']",Project868
698,651,['Functional Testing'],Project651
699,810,"['Atlassian', 'Azure', 'GitHub', 'GitHub', 'GitLab', 'Test Planning']",Project810
700,955,"['CI/CD', 'Cloud', 'E2E Testing', 'Functional Testing', 'Functional Testing']",Project955
701,393,"['Azure DevOps', 'Salesforce', 'SaltStack', 'System Integration Testing']",Project393
702,964,"['Integration Testing', 'Selenium', 'System Integration Testing']",Project964
703,238,"['DevOps', 'E2E Testing', 'Test Driven Design']",Project238
704,203,"['Functional Testing', 'Integration Testing', 'Selenium']",Project203
705,593,"['CI/CD', 'GitLab', 'Maven']",Project593
706,13,['Ansible'],Project13
707,244,['Kubernetes'],Project244
708,487,"['Azure DevOps', 'Terraform']",Project487
709,817,['Automation Testing'],Project817
710,305,"['Azure DevOps', 'Kubernetes', 'Maven']",Project305
711,645,['Git'],Project645
712,466,"['AWS DevOps', 'Azure DevOps', 'Cloud', 'Cloud', 'Maven', 'Test Planning']",Project466
713,425,"['Cloud', 'Functional Testing', 'Git', 'Integration Testing', 'SaltStack', 'Terraform', 'Test Driven Design']",Project425
714,463,"['E2E Testing', 'Git', 'Kubernetes']",Project463
715,357,"['GitLab', 'GitLab', 'Puppet', 'TDD/Test-Driven Development', 'Test Driven Design']",Project357
716,231,"['Ansible', 'Azure', 'Maven', 'Puppet', 'System Integration Testing', 'Unit Testing']",Project231
717,294,"['AWS DevOps', 'GitLab', 'Hybrid Cloud Management', 'SaltStack']",Project294
718,170,"['Elastic BeanStalk', 'Kubernetes', 'Maven', 'SaltStack']",Project170
719,160,"['AWS DevOps', 'Puppet', 'SaltStack', 'Test Planning']",Project160
720,425,"['Atlassian', 'Atlassian', 'Elastic BeanStalk', 'Salesforce']",Project425
721,362,"['Puppet', 'Selenium']",Project362
722,785,"['Gitflow', 'SaltStack']",Project785
723,112,"['Automation Testing', 'Git', 'Software Testing']",Project112
724,625,['SaltStack'],Project625
725,810,"['AWS', 'CircleCI', 'Functional Testing', 'Functional Testing', 'Git', 'Kubernetes', 'Test Planning']",Project810
726,452,['Maven'],Project452
727,919,"['Automation Testing', 'AWS DevOps']",Project919
728,689,"['AWS DevOps', 'Azure', 'Azure DevOps', 'CircleCI', 'CircleCI', 'Puppet', 'Salesforce']",Project689
729,150,"['Automation Testing', 'Jenkins', 'Maven']",Project150
730,823,"['Atlassian', 'Maven', 'Selenium']",Project823
731,932,"['DevOps', 'Selenium', 'Software Testing']",Project932
732,605,"['Docker', 'Functional Testing', 'Hybrid Cloud Management', 'Jira', 'System Integration Testing']",Project605
733,425,['Selenium'],Project425
734,657,"['CI/CD', 'CircleCI', 'System Integration Testing', 'TDD/Test-Driven Development', 'Terraform']",Project657
735,898,"['Atlassian', 'AWS', 'DevOps', 'Maven', 'Unit Testing']",Project898
737,593,"['GitLab', 'Selenium']",Project593
738,287,"['Kubernetes', 'Software Testing', 'Test Driven Design']",Project287
739,625,"['Atlassian', 'Docker', 'Gitflow']",Project625
740,601,"['Atlassian', 'Elastic BeanStalk', 'GitLab', 'SaltStack', 'Selenium', 'Unit Testing']",Project601
741,476,"['Cloud', 'Software Testing', 'TDD/Test-Driven Development', 'Test Planning', 'Test Planning']",Project476
742,533,"['System Integration Testing', 'Terraform']",Project533
743,357,"['CircleCI', 'Cloud', 'Jenkins', 'Software Testing']",Project357
744,591,"['Hybrid Cloud Management', 'Jira', 'SaltStack']",Project591
745,571,['Docker'],Project571
746,992,"['AWS', 'AWS', 'AWS DevOps', 'Azure DevOps', 'Cloud', 'Elastic BeanStalk', 'GitHub']",Project992
747,546,"['Ansible', 'Azure DevOps', 'CircleCI', 'DevOps']",Project546
748,571,"['Azure DevOps', 'CircleCI', 'Docker', 'Integration Testing', 'SaltStack', 'TDD/Test-Driven Development']",Project571
749,582,"['Azure DevOps', 'E2E Testing', 'TDD/Test-Driven Development']",Project582
750,124,"['Atlassian', 'Automation Testing', 'Azure', 'CI/CD', 'Selenium', 'Test Driven Design']",Project124
751,99,"['Git', 'Jenkins', 'SaltStack', 'Test Planning']",Project99
752,203,"['Automation Testing', 'CI/CD', 'CircleCI', 'Hybrid Cloud Management', 'Software Testing']",Project203
753,963,"['Ansible', 'AWS DevOps', 'Hybrid Cloud Management', 'Jenkins', 'TDD/Test-Driven Development']",Project963
754,280,['Terraform'],Project280
755,964,"['Git', 'Software Testing']",Project964
756,451,"['Cloud', 'E2E Testing', 'Kubernetes', 'Puppet']",Project451
757,345,"['Ansible', 'Cloud', 'Gitflow', 'Jenkins', 'Puppet']",Project345
758,593,"['Azure', 'DevOps', 'Unit Testing']",Project593
759,726,"['CircleCI', 'DevOps', 'Elastic BeanStalk', 'Gitflow']",Project726
760,960,"['Cloud', 'System Integration Testing']",Project960
761,898,"['AWS', 'Docker', 'Jenkins', 'Salesforce']",Project898
762,89,"['CI/CD', 'DevOps', 'Jira', 'Puppet']",Project89
763,74,"['Docker', 'Terraform']",Project74
764,992,"['AWS DevOps', 'Cloud', 'Puppet', 'Software Testing']",Project992
765,160,"['Functional Testing', 'GitLab', 'Kubernetes', 'TDD/Test-Driven Development', 'Terraform']",Project160
766,676,"['Cloud', 'E2E Testing', 'Elastic BeanStalk', 'Gitflow', 'Salesforce']",Project676
767,607,"['AWS DevOps', 'Docker', 'GitLab', 'Jenkins', 'Salesforce']",Project607
768,219,"['Jira', 'Puppet']",Project219
769,810,"['AWS', 'Maven', 'Selenium', 'TDD/Test-Driven Development']",Project810
770,952,['AWS'],Project952
771,809,"['Elastic BeanStalk', 'GitLab', 'Jira', 'SaltStack']",Project809
772,357,"['Functional Testing', 'Puppet']",Project357
773,992,"['Azure DevOps', 'Git']",Project992
774,711,"['Atlassian', 'CircleCI', 'GitLab']",Project711
775,176,"['AWS', 'Gitflow']",Project176
776,143,"['AWS DevOps', 'Azure', 'GitHub']",Project143
777,104,"['Ansible', 'Hybrid Cloud Management']",Project104
778,780,"['Cloud', 'Jenkins', 'Maven', 'Terraform']",Project780
779,827,"['Azure DevOps', 'Jira', 'Maven', 'Terraform']",Project827
780,630,"['Ansible', 'Test Planning']",Project630
781,431,"['CI/CD', 'TDD/Test-Driven Development']",Project431
782,290,"['Ansible', 'AWS DevOps', 'Elastic BeanStalk', 'GitLab']",Project290
783,290,['Azure'],Project290
784,288,"['Ansible', 'Salesforce', 'Test Driven Design', 'Unit Testing']",Project288
785,74,"['Atlassian', 'AWS DevOps', 'Jira', 'Puppet']",Project74
786,555,"['Atlassian', 'AWS', 'Puppet']",Project555
787,901,"['Functional Testing', 'Git', 'Kubernetes', 'Puppet']",Project901
788,454,"['AWS DevOps', 'Cloud', 'Salesforce', 'Salesforce', 'Software Testing', 'TDD/Test-Driven Development']",Project454
789,530,"['Software Testing', 'Unit Testing']",Project530
790,124,['System Integration Testing'],Project124
791,981,"['Azure DevOps', 'Git', 'Hybrid Cloud Management', 'Kubernetes']",Project981
792,940,"['Atlassian', 'AWS DevOps', 'DevOps', 'Functional Testing', 'Git', 'Kubernetes', 'Kubernetes', 'Salesforce']",Project940
793,963,"['Gitflow', 'Integration Testing', 'Software Testing']",Project963
794,521,"['Ansible', 'Test Planning']",Project521
795,939,"['Atlassian', 'Selenium', 'TDD/Test-Driven Development', 'TDD/Test-Driven Development', 'Unit Testing']",Project939
796,136,"['Functional Testing', 'Gitflow', 'Gitflow', 'Integration Testing', 'Terraform', 'Unit Testing']",Project136
797,280,"['Docker', 'E2E Testing', 'Jenkins']",Project280
798,653,"['Cloud', 'Jira', 'Test Driven Design']",Project653
799,932,"['CircleCI', 'Git', 'Kubernetes', 'Test Planning']",Project932
800,599,"['AWS', 'Salesforce']",Project599
801,54,"['Automation Testing', 'Azure DevOps', 'Jira']",Project54
802,394,"['AWS DevOps', 'E2E Testing', 'Functional Testing', 'Gitflow', 'Software Testing', 'Software Testing']",Project394
803,2,"['Azure DevOps', 'Gitflow']",Project2
804,259,"['Cloud', 'Kubernetes', 'Test Driven Design']",Project259
805,137,"['Atlassian', 'Jenkins', 'SaltStack']",Project137
806,288,"['CI/CD', 'SaltStack', 'Unit Testing']",Project288
807,911,"['Atlassian', 'Azure DevOps', 'Unit Testing']",Project911
808,651,"['Ansible', 'GitLab', 'Jenkins']",Project651
809,168,"['Ansible', 'Test Driven Design']",Project168
810,966,"['Docker', 'Unit Testing']",Project966
811,532,"['Atlassian', 'Automation Testing', 'Git', 'Hybrid Cloud Management', 'Terraform']",Project532
812,851,"['Ansible', 'AWS DevOps']",Project851
813,487,"['Jira', 'Terraform', 'Test Planning']",Project487
814,306,"['Automation Testing', 'Automation Testing', 'Azure DevOps', 'Cloud', 'Selenium']",Project306
815,582,"['CircleCI', 'Git', 'Jenkins', 'Puppet', 'Software Testing']",Project582
816,711,"['Cloud', 'Docker', 'Gitflow']",Project711
817,580,"['Azure DevOps', 'CI/CD', 'Git', 'GitHub', 'Software Testing']",Project580
818,607,"['Atlassian', 'Docker', 'Jenkins', 'Jira', 'Salesforce', 'Unit Testing']",Project607
819,961,"['Automation Testing', 'Cloud', 'Docker', 'Hybrid Cloud Management', 'TDD/Test-Driven Development']",Project961
820,20,"['CircleCI', 'Docker']",Project20
821,810,"['Atlassian', 'Azure DevOps', 'Docker', 'Git']",Project810
822,987,"['AWS DevOps', 'Azure', 'Cloud', 'Salesforce', 'Terraform', 'Unit Testing']",Project987
823,769,"['Ansible', 'CircleCI', 'Cloud', 'DevOps', 'Git']",Project769
824,158,"['Atlassian', 'Elastic BeanStalk', 'Git', 'Integration Testing', 'Integration Testing', 'TDD/Test-Driven Development']",Project158
825,827,"['Gitflow', 'Test Driven Design', 'Test Planning']",Project827
826,236,"['Atlassian', 'GitLab', 'TDD/Test-Driven Development']",Project236
827,898,"['Puppet', 'Selenium', 'Software Testing']",Project898
828,221,"['Hybrid Cloud Management', 'Unit Testing']",Project221
829,750,['Integration Testing'],Project750
830,818,"['Automation Testing', 'DevOps', 'Elastic BeanStalk', 'Hybrid Cloud Management', 'Kubernetes', 'TDD/Test-Driven Development']",Project818
831,780,['Automation Testing'],Project780
832,209,"['Azure DevOps', 'GitHub', 'GitHub', 'Hybrid Cloud Management', 'Test Planning']",Project209
833,884,"['Azure', 'Jenkins']",Project884
834,595,"['Atlassian', 'DevOps', 'Hybrid Cloud Management', 'Salesforce', 'Unit Testing']",Project595
835,462,['GitLab'],Project462
836,877,"['Functional Testing', 'GitLab', 'Maven']",Project877
837,952,"['AWS', 'Kubernetes', 'Unit Testing']",Project952
838,940,"['Azure DevOps', 'Git']",Project940
839,332,"['CI/CD', 'DevOps']",Project332
840,172,"['Maven', 'Selenium']",Project172
841,212,"['Integration Testing', 'Jenkins']",Project212
842,441,"['Atlassian', 'Atlassian', 'Automation Testing', 'Terraform', 'Test Driven Design', 'Test Planning']",Project441
843,885,"['Azure', 'Test Planning']",Project885
844,952,['Integration Testing'],Project952
845,216,"['Atlassian', 'Cloud']",Project216
846,916,"['Functional Testing', 'Gitflow', 'Integration Testing', 'Integration Testing', 'Software Testing', 'System Integration Testing']",Project916
847,607,"['Maven', 'Terraform']",Project607
848,212,"['Ansible', 'DevOps', 'Jenkins']",Project212
849,316,"['Automation Testing', 'Terraform']",Project316
850,439,"['Atlassian', 'Functional Testing', 'Software Testing', 'Test Planning']",Project439
851,572,"['Automation Testing', 'Azure', 'E2E Testing', 'GitHub', 'GitHub', 'Hybrid Cloud Management']",Project572
852,353,"['E2E Testing', 'Kubernetes']",Project353
853,273,['TDD/Test-Driven Development'],Project273
854,195,['TDD/Test-Driven Development'],Project195
855,955,"['Puppet', 'Software Testing', 'Test Driven Design']",Project955
856,764,"['Automation Testing', 'GitHub', 'Test Planning']",Project764
857,172,"['Automation Testing', 'Automation Testing', 'Hybrid Cloud Management', 'Jenkins', 'Kubernetes', 'Test Planning']",Project172
858,953,"['AWS', 'Jira', 'Unit Testing']",Project953
859,347,"['Salesforce', 'Test Planning', 'Unit Testing']",Project347
860,752,"['Hybrid Cloud Management', 'Integration Testing', 'Jira']",Project752
861,160,"['AWS', 'Software Testing']",Project160
862,236,"['Docker', 'Puppet', 'Terraform', 'Unit Testing']",Project236
863,476,"['Azure', 'CI/CD', 'GitHub', 'TDD/Test-Driven Development', 'Unit Testing']",Project476
864,618,['Maven'],Project618
865,595,"['Gitflow', 'Integration Testing']",Project595
866,645,"['Kubernetes', 'Selenium']",Project645
867,547,"['AWS', 'AWS DevOps', 'Kubernetes', 'TDD/Test-Driven Development', 'Test Planning']",Project547
868,353,['Jenkins'],Project353
869,169,"['CI/CD', 'DevOps', 'GitHub', 'Hybrid Cloud Management']",Project169
870,100,"['Azure DevOps', 'Jenkins']",Project100
871,126,"['AWS DevOps', 'Azure', 'GitHub']",Project126
872,817,"['Automation Testing', 'AWS DevOps', 'Salesforce']",Project817
873,533,"['Jira', 'TDD/Test-Driven Development']",Project533
874,691,['GitLab'],Project691
875,521,"['Ansible', 'Hybrid Cloud Management', 'Integration Testing', 'Software Testing', 'Test Planning']",Project521
876,370,"['GitHub', 'Test Planning']",Project370
877,542,"['Automation Testing', 'Git', 'Gitflow', 'Jira', 'SaltStack', 'Unit Testing']",Project542
878,201,"['E2E Testing', 'Gitflow', 'Kubernetes', 'Software Testing']",Project201
879,879,"['Azure', 'CircleCI', 'GitLab', 'GitLab', 'Salesforce', 'Software Testing']",Project879
880,20,"['Docker', 'Elastic BeanStalk', 'Hybrid Cloud Management', 'Maven']",Project20
881,71,"['Atlassian', 'Elastic BeanStalk', 'Jenkins', 'Maven', 'TDD/Test-Driven Development']",Project71
882,71,"['Atlassian', 'Software Testing']",Project71
883,466,"['Azure', 'DevOps', 'Gitflow']",Project466
885,846,"['Atlassian', 'Azure', 'DevOps', 'Docker', 'Puppet', 'Salesforce']",Project846
886,441,"['Atlassian', 'Automation Testing', 'Git', 'Git']",Project441
887,229,"['Atlassian', 'E2E Testing', 'E2E Testing', 'Hybrid Cloud Management', 'Selenium', 'Terraform']",Project229
888,547,"['Automation Testing', 'SaltStack', 'Unit Testing']",Project547
889,169,"['Azure DevOps', 'TDD/Test-Driven Development']",Project169
890,990,"['AWS', 'Git', 'Maven', 'Unit Testing']",Project990
891,160,['Salesforce'],Project160
892,158,['Test Planning'],Project158
893,89,['AWS'],Project89
894,209,"['CircleCI', 'Kubernetes']",Project209
895,736,"['Azure', 'E2E Testing', 'Integration Testing']",Project736
896,605,"['Azure', 'Azure DevOps', 'Cloud', 'E2E Testing', 'Kubernetes', 'Kubernetes', 'Unit Testing']",Project605
897,911,"['GitHub', 'GitHub', 'Hybrid Cloud Management', 'Maven', 'Selenium']",Project911
898,939,"['Ansible', 'Git', 'Git']",Project939
899,103,"['Atlassian', 'Kubernetes', 'Terraform']",Project103
900,817,['Jenkins'],Project817
901,515,['.NET Core'],Project515
902,666,"['.NET', '.NET Core', 'C++', 'Web API']",Project666
903,360,"['.NET Core', 'Algorithms and Data Structures', 'ASP.NET Core', 'ASP.NET Web Forms', 'GitHub', 'GitHub']",Project360
904,479,"['.NET', 'Algorithms and Data Structures', 'C++', 'Web API']",Project479
905,999,"['ASP.NET/C#', 'C++', 'C++', 'SQL', 'Xamarin']",Project999
906,963,"['.NET Core', 'ASP.NET', 'ASP.NET', 'ASP.NET Web Forms', 'MVC', 'SQL']",Project963
907,44,"['Git', 'XML']",Project44
908,625,"['Microservices', 'MVC', 'MVC']",Project625
909,888,"['.NET MVC', 'Back-End Development', 'Visual Basic', 'Web Development', 'Xamarin']",Project888
910,275,"['ASP.NET', 'C#', 'C++']",Project275
911,661,['GitHub'],Project661
912,214,"['ASP.NET', 'ASP.NET Core', 'Back-End Development']",Project214
913,862,"['ASP.NET/C#', 'Back-End Development', 'Fullstack Development', 'MVC', 'Web Development', 'Web Services']",Project862
914,379,"['.NET', 'ASP.NET Core']",Project379
915,873,"['.NET', 'ASP.NET Core', 'ASP.NET MVC', 'ASP.NET/C#']",Project873
916,462,"['ASP.NET Boilerplate', 'ASP.NET Boilerplate', 'Git', 'MVC', 'SQL', 'Web Services']",Project462
917,502,"['Algorithms and Data Structures', 'ASP.NET', 'ASP.NET Web Forms', 'MVC']",Project502
918,744,"['.NET MVC', 'XML']",Project744
919,547,"['GitHub', 'Microservices', 'MVC']",Project547
920,255,"['.NET MVC', 'ASP.NET Boilerplate', 'C#']",Project255
922,625,"['.NET Core', 'ASP.NET', 'ASP.NET/C#', 'SQL', 'XML']",Project625
923,862,"['ASP.NET Core', 'ASP.NET Web Forms', 'GitHub']",Project862
924,926,"['GitHub', 'Xamarin']",Project926
925,582,"['.NET MVC', 'ASP.NET Core']",Project582
926,241,['ASP.NET Boilerplate'],Project241
927,318,"['.NET Core', 'Algorithms and Data Structures', 'ASP.NET Web Forms', 'Microservices']",Project318
928,144,['ASP.NET'],Project144
929,552,"['ASP.NET MVC', 'ASP.NET Web Forms', 'Git', 'MVC', 'Web Development', 'Web Services']",Project552
930,339,"['.NET Core', 'Microservices', 'Web Services']",Project339
931,318,"['ASP.NET Core', 'C++', 'GitHub', 'MVC', 'SOAP', 'Web Services']",Project318
932,888,"['ASP.NET MVC', 'ASP.NET/C#', 'Fullstack Development', 'SQL', 'XML']",Project888
933,490,"['ASP.NET/C#', 'Fullstack Development']",Project490
934,688,"['.NET Core', 'ASP.NET Web Forms']",Project688
935,547,"['Web Development', 'Web Development']",Project547
936,907,"['ASP.NET Boilerplate', 'ASP.NET MVC', 'C++', 'Git', 'Microservices', 'MVC', 'MVC', 'XML']",Project907
937,592,"['Back-End Development', 'Visual Basic .NET']",Project592
938,958,"['.NET', 'ASP.NET', 'ASP.NET', 'ASP.NET Boilerplate', 'ASP.NET Web Forms', 'ASP.NET/C#']",Project958
939,383,"['ASP.NET', 'ASP.NET Boilerplate', 'ASP.NET/C#']",Project383
940,552,"['ASP.NET Boilerplate', 'Back-End Development', 'Web API', 'Web Development']",Project552
942,664,"['ASP.NET Core', 'C', 'C']",Project664
943,360,"['ASP.NET/C#', 'Fullstack Development', 'Microservices', 'MVC', 'SOAP', 'Web Development']",Project360
944,847,"['.NET Core', '.NET Core', 'Algorithms and Data Structures', 'C', 'C++', 'MVC', 'SOAP', 'Visual C++']",Project847
945,761,"['ASP.NET Core', 'ASP.NET Web Forms', 'C', 'MVC', 'SQL', 'Web Services']",Project761
946,644,"['ASP.NET Web Forms', 'Fullstack Development', 'Web Development', 'XML']",Project644
948,826,"['GitHub', 'SQL', 'Visual Basic']",Project826
949,449,"['.NET MVC', 'Visual C++', 'Web API']",Project449
950,251,['GitHub'],Project251
951,444,"['ASP.NET Boilerplate', 'C', 'Web Development']",Project444
952,361,"['ASP.NET MVC', 'ASP.NET Web Forms']",Project361
953,99,['Web Services'],Project99
954,490,"['.NET MVC', 'Git']",Project490
955,404,"['Microservices', 'MVC', 'Visual Basic', 'Visual Basic .NET']",Project404
956,396,"['.NET Core', 'GitHub', 'Microservices', 'Visual Basic .NET', 'Web Services']",Project396
957,343,"['Back-End Development', 'Microservices']",Project343
958,761,"['ASP.NET Boilerplate', 'C', 'C', 'SOAP', 'Web Development', 'XML']",Project761
959,10,"['.NET', '.NET MVC', 'ASP.NET Web Forms', 'SQL']",Project10
960,724,"['ASP.NET', 'Fullstack Development', 'Git', 'Microservices', 'Visual Basic .NET']",Project724
961,404,"['ASP.NET Boilerplate', 'GitHub']",Project404
962,63,"['.NET', 'Git', 'Visual Basic .NET', 'Web API']",Project63
963,272,"['.NET MVC', 'ASP.NET', 'MVC']",Project272
964,552,"['.NET', 'ASP.NET', 'ASP.NET Web Forms', 'Fullstack Development']",Project552
965,302,"['.NET Core', '.NET MVC', 'MVC', 'Visual C++', 'Web API', 'Xamarin', 'XML']",Project302
966,961,"['Algorithms and Data Structures', 'ASP.NET Core', 'Visual Basic']",Project961
967,745,"['Back-End Development', 'Git', 'Visual Basic', 'XML']",Project745
968,836,"['Algorithms and Data Structures', 'Back-End Development', 'MVC', 'Web Development']",Project836
969,16,"['ASP.NET/C#', 'Visual C++', 'Web Development']",Project16
970,255,"['MVC', 'SOAP']",Project255
971,661,"['MVC', 'SQL', 'Web Services']",Project661
972,782,"['SOAP', 'Visual Basic .NET', 'Visual C++']",Project782
973,666,"['Algorithms and Data Structures', 'ASP.NET', 'SQL', 'Visual Basic .NET', 'Visual C++']",Project666
974,483,"['ASP.NET Boilerplate', 'ASP.NET Web Forms', 'SOAP', 'Web Development']",Project483
976,457,"['.NET MVC', 'ASP.NET', 'C#']",Project457
978,361,"['C', 'C', 'MVC', 'SQL', 'Web Development']",Project361
979,884,"['.NET MVC', 'ASP.NET Boilerplate', 'C#', 'Git', 'Visual Basic .NET']",Project884
980,572,"['C#', 'XML']",Project572
981,24,"['C++', 'Fullstack Development', 'Visual C++']",Project24
982,333,"['Algorithms and Data Structures', 'Visual C++']",Project333
983,953,['ASP.NET/C#'],Project953
984,661,"['.NET', 'GitHub']",Project661
985,975,"['.NET MVC', 'ASP.NET/C#', 'Git', 'Visual Basic .NET']",Project975
986,819,"['.NET', 'ASP.NET Core', 'GitHub', 'SQL', 'Web API']",Project819
987,404,"['Back-End Development', 'GitHub', 'MVC']",Project404
988,888,"['.NET', 'SQL', 'Visual Basic', 'Xamarin']",Project888
989,934,"['.NET Core', '.NET MVC', 'ASP.NET MVC', 'ASP.NET Web Forms', 'GitHub', 'Visual Basic']",Project934
990,464,"['ASP.NET Web Forms', 'C++', 'Visual Basic .NET']",Project464
991,596,"['.NET Core', 'SQL', 'Visual C++', 'Web Services']",Project596
992,471,"['ASP.NET MVC', 'ASP.NET/C#']",Project471
993,775,"['ASP.NET Boilerplate', 'ASP.NET Web Forms', 'Web Services']",Project775
994,320,"['ASP.NET Boilerplate', 'C']",Project320
995,643,"['Git', 'Microservices', 'MVC', 'SQL']",Project643
996,874,"['Algorithms and Data Structures', 'ASP.NET MVC', 'ASP.NET/C#', 'C#', 'GitHub', 'Visual Basic .NET']",Project874
997,283,['ASP.NET Boilerplate'],Project283
998,229,"['ASP.NET MVC', 'Visual Basic', 'Web Development']",Project229
999,714,"['ASP.NET', 'Microservices', 'Web API']",Project714
1000,14,"['Fullstack Development', 'Git']",Project14
1001,273,"['Algorithms and Data Structures', 'C', 'Fullstack Development', 'Git']",Project273
1002,726,"['ASP.NET Boilerplate', 'MVC']",Project726
1003,99,"['ASP.NET Boilerplate', 'Visual C++']",Project99
1004,69,['C++'],Project69
1005,713,"['Algorithms and Data Structures', 'Git', 'SOAP']",Project713
1006,952,"['ASP.NET', 'ASP.NET/C#', 'C', 'Web Services']",Project952
1007,458,"['Fullstack Development', 'Xamarin']",Project458
1008,63,['Visual Basic .NET'],Project63
1009,22,['Visual C++'],Project22
1010,843,"['ASP.NET Core', 'ASP.NET Web Forms', 'Web Development', 'Xamarin']",Project843
1011,511,"['ASP.NET Core', 'C++', 'Git', 'Microservices', 'Web Services']",Project511
1012,358,"['ASP.NET MVC', 'Git']",Project358
1013,741,"['ASP.NET MVC', 'ASP.NET Web Forms', 'Fullstack Development']",Project741
1014,813,"['Algorithms and Data Structures', 'Visual C++', 'XML']",Project813
1015,870,"['.NET', '.NET MVC', 'ASP.NET Web Forms']",Project870
